Vardenis            Pavardenis          Galutinis(Vid.)     
Vardenis693         Pavardenis693       7.32                
Vardenis694         Pavardenis694       5.04                
Vardenis695         Pavardenis695       4.36                
Vardenis696         Pavardenis696       7.12                
Vardenis697         Pavardenis697       7.36                
Vardenis698         Pavardenis698       2.92                
Vardenis699         Pavardenis699       6.08                
Vardenis700         Pavardenis700       5.4                 
Vardenis701         Pavardenis701       4.32                
Vardenis702         Pavardenis702       6.44                
Vardenis703         Pavardenis703       4.2                 
Vardenis704         Pavardenis704       2.68                
Vardenis705         Pavardenis705       4.64                
Vardenis706         Pavardenis706       3.8                 
Vardenis707         Pavardenis707       4.88                
Vardenis708         Pavardenis708       4.28                
Vardenis709         Pavardenis709       6.44                
Vardenis710         Pavardenis710       7.16                
Vardenis711         Pavardenis711       3.24                
Vardenis712         Pavardenis712       4.32                
Vardenis713         Pavardenis713       5.68                
Vardenis714         Pavardenis714       4.96                
Vardenis715         Pavardenis715       3.76                
Vardenis716         Pavardenis716       6.6                 
Vardenis717         Pavardenis717       6.92                
Vardenis718         Pavardenis718       5.36                
Vardenis719         Pavardenis719       2.92                
Vardenis720         Pavardenis720       3.28                
Vardenis721         Pavardenis721       4.88                
Vardenis722         Pavardenis722       6.68                
Vardenis723         Pavardenis723       4.04                
Vardenis724         Pavardenis724       8.2                 
Vardenis725         Pavardenis725       3.24                
